epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,266.552,0.72261,0.64766,0.57962,0.84825,0.97423,0.97826,0.9694,0.65163,0.97423,0.97826,0.97948,0.68193,1.03521,0.92591,0.64392,1.04216,0.00148124,0.00148124,0.00148124
133,268.477,0.67606,0.64817,0.57129,0.85405,0.97423,0.97826,0.9694,0.65163,0.97423,0.97826,0.97948,0.68193,1.03521,0.92591,0.64392,1.04216,0.00147728,0.00147728,0.00147728
134,270.415,0.66023,0.63507,0.55241,0.84857,0.97808,0.97007,0.98144,0.66655,0.97796,0.96457,0.98514,0.68258,1.03342,0.91239,0.64745,1.03412,0.00147332,0.00147332,0.00147332
135,272.355,0.64027,0.59399,0.5426,0.83941,0.97813,0.97242,0.98684,0.68079,0.98881,0.97826,0.98814,0.71858,1.0235,0.83058,0.61945,1.01569,0.00146936,0.00146936,0.00146936
136,274.346,0.63935,0.65073,0.53413,0.84573,0.93534,0.97826,0.98415,0.69061,0.95683,0.96382,0.98063,0.71146,1.02705,0.80399,0.62026,1.01011,0.0014654,0.0014654,0.0014654
137,276.393,0.62641,0.64651,0.54896,0.834,0.93534,0.97826,0.98415,0.69061,0.95683,0.96382,0.98063,0.71146,1.02705,0.80399,0.62026,1.01011,0.00146144,0.00146144,0.00146144
138,278.343,0.63129,0.58913,0.54517,0.82999,0.9454,0.95652,0.97969,0.68878,0.96859,0.97826,0.97859,0.72252,1.03366,0.89183,0.61079,1.00906,0.00145748,0.00145748,0.00145748
139,280.276,0.6173,0.62225,0.52966,0.83941,0.91641,0.97826,0.97671,0.68631,0.95214,0.97826,0.9775,0.71448,1.01375,0.85654,0.60422,0.99247,0.00145352,0.00145352,0.00145352
140,282.264,0.63328,0.59584,0.5384,0.83733,0.99465,0.95652,0.98117,0.69372,0.96776,0.95652,0.98157,0.7122,0.96187,0.81037,0.59946,0.97841,0.00144956,0.00144956,0.00144956
141,284.183,0.59732,0.6258,0.52446,0.83622,0.99465,0.95652,0.98117,0.69372,0.96776,0.95652,0.98157,0.7122,0.96187,0.81037,0.59946,0.97841,0.0014456,0.0014456,0.0014456
142,286.283,0.63558,0.62891,0.52588,0.8344,0.98574,0.95652,0.98257,0.71483,0.98574,0.95652,0.98335,0.71248,0.92314,0.85332,0.59822,0.97466,0.00144164,0.00144164,0.00144164
143,288.228,0.66772,0.63448,0.5395,0.83704,0.95601,0.95652,0.98708,0.72712,0.95659,0.95819,0.98748,0.71476,0.94602,0.80785,0.63292,0.97662,0.00143768,0.00143768,0.00143768
144,290.242,0.61355,0.54929,0.5347,0.82407,0.98313,0.93478,0.98564,0.72383,0.93735,0.97826,0.98174,0.72305,0.95781,0.80424,0.59407,0.96782,0.00143372,0.00143372,0.00143372
145,292.273,0.62767,0.62611,0.53601,0.83177,0.98313,0.93478,0.98564,0.72383,0.93735,0.97826,0.98174,0.72305,0.95781,0.80424,0.59407,0.96782,0.00142976,0.00142976,0.00142976
146,294.352,0.6433,0.62823,0.54976,0.82853,1,0.93047,0.98704,0.71261,0.97769,0.9528,0.98786,0.727,0.97173,0.83828,0.57645,0.9709,0.0014258,0.0014258,0.0014258
147,296.363,0.67835,0.61811,0.53216,0.83673,1,0.97466,0.98984,0.69348,1,0.97466,0.98984,0.66682,1.03337,0.88646,0.59411,0.98568,0.00142184,0.00142184,0.00142184
148,298.333,0.66509,0.58018,0.52528,0.84407,0.978,0.96666,0.98809,0.68051,0.978,0.96666,0.98809,0.69456,1.01341,0.98076,0.59092,0.98767,0.00141788,0.00141788,0.00141788
149,300.41,0.59144,0.60495,0.51471,0.8307,0.978,0.96666,0.98809,0.68051,0.978,0.96666,0.98809,0.69456,1.01341,0.98076,0.59092,0.98767,0.00141392,0.00141392,0.00141392
150,302.336,0.5765,0.54827,0.49579,0.83041,0.95716,0.97146,0.98339,0.67673,0.95716,0.97146,0.98339,0.65628,1.02296,0.94986,0.5681,0.99694,0.00140996,0.00140996,0.00140996
151,304.285,0.63888,0.61803,0.5154,0.84317,0.97136,0.95652,0.9752,0.69065,0.95704,0.96882,0.97598,0.64531,0.99403,0.88356,0.58163,0.9784,0.001406,0.001406,0.001406
152,306.278,0.60164,0.60143,0.49772,0.83035,0.93695,0.96932,0.97438,0.67966,0.9457,0.97826,0.97479,0.70456,0.96612,0.8896,0.595,0.96578,0.00140204,0.00140204,0.00140204
153,308.21,0.61102,0.60173,0.51194,0.82537,0.93695,0.96932,0.97438,0.67966,0.9457,0.97826,0.97479,0.70456,0.96612,0.8896,0.595,0.96578,0.00139808,0.00139808,0.00139808
154,310.16,0.6502,0.63986,0.53277,0.84225,0.93645,0.96113,0.97118,0.68725,0.95322,0.97826,0.97171,0.69034,0.92803,0.8205,0.58808,0.95609,0.00139412,0.00139412,0.00139412
155,312.274,0.63946,0.62174,0.52171,0.83362,0.93023,0.97826,0.96773,0.69983,0.94271,0.97826,0.96951,0.7162,0.92416,0.75955,0.59238,0.96254,0.00139016,0.00139016,0.00139016
156,314.222,0.58615,0.5845,0.50112,0.83472,0.92558,0.95652,0.97068,0.6817,0.96481,0.97826,0.97462,0.7217,0.95085,0.75501,0.57741,0.97572,0.0013862,0.0013862,0.0013862
157,316.157,0.57437,0.56349,0.48513,0.82674,0.92558,0.95652,0.97068,0.6817,0.96481,0.97826,0.97462,0.7217,0.95085,0.75501,0.57741,0.97572,0.00138224,0.00138224,0.00138224
158,318.139,0.63157,0.59586,0.51112,0.83576,0.91423,0.97826,0.97068,0.68172,0.95731,0.97499,0.97449,0.71361,0.99832,0.87968,0.57445,0.998,0.00137828,0.00137828,0.00137828
159,320.086,0.61346,0.58141,0.5017,0.82232,0.91806,0.97438,0.96962,0.67515,0.91806,0.97438,0.97186,0.66609,1.02661,1.01546,0.60885,1.01811,0.00137432,0.00137432,0.00137432
160,322.035,0.61821,0.6383,0.50778,0.83599,0.91725,0.97826,0.96062,0.6711,0.91725,0.97826,0.96625,0.66837,1.04946,1.05642,0.5953,1.03042,0.00137036,0.00137036,0.00137036
161,324.164,0.62097,0.65563,0.50476,0.83505,0.91725,0.97826,0.96062,0.6711,0.91725,0.97826,0.96625,0.66837,1.04946,1.05642,0.5953,1.03042,0.0013664,0.0013664,0.0013664
162,326.131,0.63749,0.5705,0.51327,0.81994,0.91707,0.97826,0.96677,0.68374,0.91707,0.97826,0.96677,0.6602,1.07883,1.00019,0.58628,1.05321,0.00136244,0.00136244,0.00136244
163,328.138,0.58755,0.53536,0.49046,0.8342,0.91646,0.97826,0.96891,0.68269,0.91646,0.97826,0.96891,0.6553,1.05029,0.96235,0.58535,1.03298,0.00135848,0.00135848,0.00135848
164,330.132,0.60047,0.58943,0.49314,0.82196,0.95575,0.97826,0.97016,0.70077,0.95575,0.97826,0.9769,0.69402,1.02747,0.90706,0.60238,1.00772,0.00135452,0.00135452,0.00135452
165,332.104,0.63668,0.61638,0.49698,0.83829,0.95575,0.97826,0.97016,0.70077,0.95575,0.97826,0.9769,0.69402,1.02747,0.90706,0.60238,1.00772,0.00135056,0.00135056,0.00135056
166,334.041,0.6101,0.59949,0.48953,0.84158,0.93764,0.97826,0.97246,0.70063,0.93764,0.97826,0.97951,0.66958,1.00737,0.8654,0.61174,1.00824,0.0013466,0.0013466,0.0013466
167,336.158,0.61906,0.55253,0.49497,0.82762,0.93486,0.97826,0.98134,0.7066,0.93486,0.97826,0.98134,0.68488,0.99891,0.94568,0.60489,1.00718,0.00134264,0.00134264,0.00134264
168,338.121,0.60685,0.60455,0.49983,0.83228,0.91622,0.97826,0.98077,0.70093,0.91622,0.97826,0.9824,0.70036,0.95677,0.96488,0.61857,0.97882,0.00133868,0.00133868,0.00133868
169,340.035,0.62401,0.64418,0.49654,0.84337,0.91622,0.97826,0.98077,0.70093,0.91622,0.97826,0.9824,0.70036,0.95677,0.96488,0.61857,0.97882,0.00133472,0.00133472,0.00133472
170,341.991,0.57394,0.57647,0.47096,0.83051,0.93197,0.97826,0.97993,0.70775,0.93197,0.97826,0.98164,0.71683,0.94423,0.90785,0.60235,0.97009,0.00133076,0.00133076,0.00133076
171,343.946,0.58203,0.63512,0.47961,0.83511,0.9354,0.97826,0.97952,0.69629,0.95495,0.97826,0.98126,0.74114,0.98153,0.85095,0.60769,0.99237,0.0013268,0.0013268,0.0013268
172,345.878,0.55472,0.58931,0.48493,0.81692,0.93562,0.97826,0.9761,0.67101,0.95408,0.97826,0.9773,0.69726,1.06354,0.94881,0.60967,1.02887,0.00132284,0.00132284,0.00132284
173,347.824,0.63209,0.62751,0.50435,0.83187,0.93562,0.97826,0.9761,0.67101,0.95408,0.97826,0.9773,0.69726,1.06354,0.94881,0.60967,1.02887,0.00131888,0.00131888,0.00131888
174,349.927,0.60521,0.54479,0.48615,0.83204,0.93329,0.97826,0.97302,0.66726,0.95712,0.97057,0.97427,0.7025,1.03637,0.94023,0.58575,1.02954,0.00131492,0.00131492,0.00131492
175,351.875,0.58771,0.56054,0.47603,0.83579,0.93736,0.97826,0.97143,0.70398,0.93736,0.97826,0.97465,0.72423,0.97121,0.89867,0.57442,1.01149,0.00131096,0.00131096,0.00131096
176,353.843,0.62568,0.52391,0.49574,0.84126,0.91663,0.97826,0.97253,0.68385,0.91663,0.97826,0.97638,0.70349,1.01908,0.9033,0.56103,1.00637,0.001307,0.001307,0.001307
177,355.828,0.58274,0.56251,0.46937,0.81774,0.91663,0.97826,0.97253,0.68385,0.91663,0.97826,0.97638,0.70349,1.01908,0.9033,0.56103,1.00637,0.00130304,0.00130304,0.00130304
178,357.796,0.65258,0.62312,0.49196,0.84388,0.95495,0.91304,0.97718,0.6674,0.95495,0.91304,0.97787,0.67404,1.09655,0.93371,0.59561,1.0139,0.00129908,0.00129908,0.00129908
179,359.756,0.65277,0.59557,0.51633,0.84425,0.97545,0.95652,0.97735,0.67391,0.97545,0.95652,0.97779,0.67726,1.05133,0.97525,0.59656,0.99761,0.00129512,0.00129512,0.00129512
180,361.922,0.62167,0.54835,0.49353,0.83992,0.91733,0.97826,0.97345,0.69882,0.95236,0.95652,0.97552,0.66253,0.93434,0.93124,0.56194,0.97459,0.00129116,0.00129116,0.00129116
181,363.872,0.64406,0.61876,0.50367,0.84812,0.91733,0.97826,0.97345,0.69882,0.95236,0.95652,0.97552,0.66253,0.93434,0.93124,0.56194,0.97459,0.0012872,0.0012872,0.0012872
182,365.855,0.58313,0.51409,0.46596,0.82731,0.91544,0.97826,0.97911,0.69433,0.95603,0.94544,0.98035,0.68179,0.95017,0.86971,0.56688,0.97447,0.00128324,0.00128324,0.00128324
183,367.843,0.60837,0.53112,0.48257,0.82448,0.93445,0.92982,0.97083,0.70193,0.96137,0.95652,0.98371,0.67941,0.98854,0.88101,0.59428,0.99816,0.00127928,0.00127928,0.00127928
184,369.781,0.58984,0.52131,0.48608,0.82435,0.9545,0.91204,0.95312,0.67876,0.98044,0.93478,0.9791,0.69008,0.94179,0.96176,0.57818,0.99815,0.00127532,0.00127532,0.00127532
185,371.709,0.57316,0.58831,0.46144,0.81748,0.9545,0.91204,0.95312,0.67876,0.98044,0.93478,0.9791,0.69008,0.94179,0.96176,0.57818,0.99815,0.00127136,0.00127136,0.00127136
186,373.787,0.59061,0.56974,0.46685,0.83463,0.9183,0.97745,0.97431,0.67085,0.98066,0.93478,0.97676,0.70917,0.96858,0.87445,0.58172,1.01569,0.0012674,0.0012674,0.0012674
187,375.745,0.57592,0.58011,0.46759,0.81414,0.91574,0.97826,0.97933,0.68337,0.9749,0.95652,0.9815,0.70808,0.97805,0.86112,0.56418,1.01059,0.00126344,0.00126344,0.00126344
188,377.703,0.55745,0.5662,0.46507,0.81768,0.93176,0.95652,0.9825,0.70241,0.93176,0.95652,0.98378,0.70121,0.99987,0.92262,0.55799,1.02434,0.00125948,0.00125948,0.00125948
189,379.619,0.59929,0.60498,0.47984,0.81698,0.93176,0.95652,0.9825,0.70241,0.93176,0.95652,0.98378,0.70121,0.99987,0.92262,0.55799,1.02434,0.00125552,0.00125552,0.00125552
190,381.549,0.55471,0.66282,0.46222,0.82496,0.99478,0.86957,0.97692,0.69839,0.9146,0.93133,0.95222,0.69307,1.01374,1.13036,0.56735,1.0227,0.00125156,0.00125156,0.00125156
191,383.5,0.561,0.55288,0.45524,0.80745,0.91625,0.9514,0.97952,0.70418,0.91625,0.9514,0.95656,0.68861,1.04012,1.10435,0.56735,1.03106,0.0012476,0.0012476,0.0012476
192,385.415,0.56489,0.59322,0.46924,0.83217,0.9455,0.95652,0.98412,0.71223,0.9455,0.95652,0.98412,0.68802,1.03931,0.95959,0.5646,1.02729,0.00124364,0.00124364,0.00124364
193,387.501,0.57584,0.5979,0.4647,0.83445,0.9455,0.95652,0.98412,0.71223,0.9455,0.95652,0.98412,0.68802,1.03931,0.95959,0.5646,1.02729,0.00123968,0.00123968,0.00123968
194,389.449,0.53968,0.5473,0.44042,0.81776,0.95192,0.95652,0.98245,0.70799,0.95192,0.95652,0.98245,0.68515,1.03424,0.91109,0.56937,1.02556,0.00123572,0.00123572,0.00123572
195,391.443,0.54586,0.55282,0.44764,0.82094,0.89906,0.97826,0.97738,0.70894,0.94417,0.95652,0.97894,0.71617,1.01998,0.92012,0.60019,1.02108,0.00123176,0.00123176,0.00123176
196,393.399,0.52212,0.52173,0.44467,0.82265,0.89939,0.97173,0.9721,0.7137,0.95647,0.95536,0.97611,0.70234,1.00276,0.95339,0.58002,1.02107,0.0012278,0.0012278,0.0012278
197,395.3,0.56936,0.58783,0.46113,0.82309,0.89939,0.97173,0.9721,0.7137,0.95647,0.95536,0.97611,0.70234,1.00276,0.95339,0.58002,1.02107,0.00122384,0.00122384,0.00122384
198,397.276,0.55527,0.52067,0.44849,0.81854,0.91742,0.97826,0.97365,0.70895,0.91742,0.97826,0.9746,0.70446,1.0335,0.91303,0.59695,1.02831,0.00121988,0.00121988,0.00121988
199,399.25,0.51942,0.52258,0.43821,0.8228,0.93529,0.97826,0.97387,0.70133,0.93529,0.97826,0.97202,0.72485,1.03855,0.87813,0.59909,1.03091,0.00121592,0.00121592,0.00121592
200,401.337,0.53197,0.56412,0.45286,0.81368,0.93335,0.97826,0.96949,0.68391,0.93335,0.97826,0.96834,0.7098,1.0039,0.87887,0.60349,1.02302,0.00121196,0.00121196,0.00121196
201,403.254,0.52674,0.51202,0.44537,0.83491,0.93335,0.97826,0.96949,0.68391,0.93335,0.97826,0.96834,0.7098,1.0039,0.87887,0.60349,1.02302,0.001208,0.001208,0.001208
202,405.191,0.52061,0.53048,0.43932,0.81148,0.94647,0.97826,0.97248,0.68843,0.95618,0.94894,0.97076,0.71297,0.98631,0.89253,0.58556,1.01382,0.00120404,0.00120404,0.00120404
203,407.138,0.51875,0.53346,0.44051,0.8149,0.94636,0.97826,0.97444,0.69316,0.94636,0.97826,0.97493,0.72094,0.98258,0.8904,0.564,1.01684,0.00120008,0.00120008,0.00120008
204,409.065,0.51555,0.48785,0.44258,0.82442,0.9177,0.97826,0.9776,0.7103,0.9177,0.97826,0.9776,0.7386,0.98545,0.89741,0.53637,1.02034,0.00119612,0.00119612,0.00119612
205,411.007,0.50894,0.55397,0.43402,0.80255,0.9177,0.97826,0.9776,0.7103,0.9177,0.97826,0.9776,0.7386,0.98545,0.89741,0.53637,1.02034,0.00119216,0.00119216,0.00119216
206,413.041,0.51267,0.47996,0.43496,0.81542,0.89529,0.95652,0.94941,0.69033,0.96002,0.93478,0.97746,0.72838,0.98442,0.93492,0.55298,1.01264,0.0011882,0.0011882,0.0011882
207,415.173,0.52595,0.50308,0.43795,0.81195,0.91415,0.95652,0.96005,0.69654,0.93499,0.97826,0.97918,0.69304,0.98056,0.95591,0.56798,1.00759,0.00118424,0.00118424,0.00118424
208,417.134,0.5306,0.53655,0.44444,0.814,0.91418,0.95652,0.96428,0.70059,0.93496,0.97826,0.97869,0.71347,0.98808,0.96855,0.56984,1.00601,0.00118028,0.00118028,0.00118028
209,419.122,0.53861,0.54171,0.44132,0.82129,0.91418,0.95652,0.96428,0.70059,0.93496,0.97826,0.97869,0.71347,0.98808,0.96855,0.56984,1.00601,0.00117632,0.00117632,0.00117632
210,421.136,0.51913,0.55529,0.43793,0.81187,0.91805,0.97826,0.97666,0.71384,0.91805,0.97826,0.97666,0.7143,0.998,1.02576,0.54219,1.00807,0.00117236,0.00117236,0.00117236
211,423.125,0.54518,0.53192,0.44275,0.81891,0.94098,0.97826,0.97773,0.70992,0.94098,0.97826,0.97773,0.70011,1.00156,1.02175,0.5578,1.01173,0.0011684,0.0011684,0.0011684
212,425.113,0.55243,0.61438,0.43672,0.8222,0.97387,0.97826,0.97832,0.69676,0.97387,0.97826,0.97832,0.69174,0.951,0.96357,0.54393,0.99873,0.00116444,0.00116444,0.00116444
213,427.167,0.53042,0.5359,0.42527,0.82243,0.97387,0.97826,0.97832,0.69676,0.97387,0.97826,0.97832,0.69174,0.951,0.96357,0.54393,0.99873,0.00116048,0.00116048,0.00116048
214,429.13,0.54031,0.61129,0.43654,0.83028,0.97016,0.95652,0.97663,0.68459,0.97016,0.95652,0.97663,0.69163,0.99246,1.03032,0.53001,1.02054,0.00115652,0.00115652,0.00115652
215,431.12,0.55241,0.53888,0.44204,0.81148,0.97748,0.95652,0.97649,0.67754,0.97748,0.95652,0.97649,0.70426,1.02056,1.07699,0.53013,1.03424,0.00115256,0.00115256,0.00115256
216,433.123,0.54665,0.53585,0.43644,0.82629,0.93621,0.97826,0.97492,0.67908,0.93621,0.97826,0.97492,0.69572,0.98679,1.0552,0.53709,1.0128,0.0011486,0.0011486,0.0011486
217,435.058,0.5362,0.54767,0.42753,0.81283,0.93621,0.97826,0.97492,0.67908,0.93621,0.97826,0.97492,0.69572,0.98679,1.0552,0.53709,1.0128,0.00114464,0.00114464,0.00114464
218,437.026,0.51849,0.50745,0.43456,0.8217,0.936,0.97826,0.97565,0.6815,0.936,0.97826,0.97565,0.67959,1.01508,1.02455,0.56175,1.03061,0.00114068,0.00114068,0.00114068
219,439.005,0.50761,0.50463,0.44171,0.81958,0.97767,0.95202,0.97615,0.68663,0.97767,0.95202,0.97615,0.69949,1.04451,1.02835,0.57469,1.05466,0.00113672,0.00113672,0.00113672
220,441.135,0.50554,0.55816,0.42248,0.81879,0.93508,0.97826,0.97494,0.69154,0.93508,0.97826,0.97494,0.6905,1.04123,1.00473,0.56907,1.0595,0.00113276,0.00113276,0.00113276
221,443.014,0.48978,0.49494,0.42197,0.81476,0.93508,0.97826,0.97494,0.69154,0.93508,0.97826,0.97494,0.6905,1.04123,1.00473,0.56907,1.0595,0.0011288,0.0011288,0.0011288
222,444.95,0.52061,0.5425,0.42968,0.81757,0.93624,0.95652,0.9747,0.68847,0.93624,0.95652,0.9747,0.68607,1.02993,1.04789,0.54672,1.05227,0.00112484,0.00112484,0.00112484
223,446.895,0.53374,0.56897,0.43563,0.80648,0.95987,0.95652,0.97602,0.67281,0.95987,0.95652,0.97602,0.65998,1.06443,1.07968,0.55237,1.06405,0.00112088,0.00112088,0.00112088
224,448.846,0.51551,0.52609,0.43269,0.8103,0.97824,0.9774,0.97623,0.67699,0.97824,0.9774,0.97623,0.68558,1.07923,1.04861,0.568,1.06838,0.00111692,0.00111692,0.00111692
225,450.753,0.51048,0.51675,0.42729,0.82305,0.97824,0.9774,0.97623,0.67699,0.97824,0.9774,0.97623,0.68558,1.07923,1.04861,0.568,1.06838,0.00111296,0.00111296,0.00111296
226,452.749,0.5159,0.53667,0.42337,0.8151,0.9777,0.95304,0.97588,0.68244,0.9777,0.95304,0.97588,0.71003,1.04851,0.98309,0.57976,1.04794,0.001109,0.001109,0.001109
227,454.828,0.50623,0.52002,0.42799,0.8078,0.93629,0.97826,0.97427,0.67103,0.93629,0.97826,0.97427,0.70476,1.01803,0.99174,0.55735,1.03826,0.00110504,0.00110504,0.00110504
228,456.775,0.52013,0.50319,0.41458,0.81239,0.93658,0.96318,0.97519,0.67726,0.93658,0.96318,0.97519,0.70542,1.02799,1.00864,0.56613,1.03427,0.00110108,0.00110108,0.00110108
229,458.696,0.52317,0.5323,0.42952,0.8065,0.93658,0.96318,0.97519,0.67726,0.93658,0.96318,0.97519,0.70542,1.02799,1.00864,0.56613,1.03427,0.00109712,0.00109712,0.00109712
230,460.625,0.52827,0.53865,0.42596,0.8063,1,0.95214,0.97661,0.68662,1,0.95214,0.97661,0.71015,1.02854,1.0187,0.5435,1.03203,0.00109316,0.00109316,0.00109316
231,462.598,0.51927,0.56495,0.42137,0.81129,0.97139,0.93478,0.97645,0.69232,0.97139,0.93478,0.97645,0.72603,1.02137,1.03235,0.51917,1.02491,0.0010892,0.0010892,0.0010892
232,464.588,0.48799,0.53462,0.40587,0.81022,0.95732,0.97531,0.97894,0.68844,0.95732,0.97531,0.97894,0.70921,1.02689,0.97554,0.52999,1.02719,0.00108524,0.00108524,0.00108524
233,466.702,0.51939,0.53082,0.41593,0.82408,0.95732,0.97531,0.97894,0.68844,0.95732,0.97531,0.97894,0.70921,1.02689,0.97554,0.52999,1.02719,0.00108128,0.00108128,0.00108128
234,468.768,0.50993,0.51699,0.42035,0.80688,0.94712,0.95652,0.96499,0.68671,0.96865,0.97826,0.9804,0.71859,1.01885,0.94929,0.53415,1.02875,0.00107732,0.00107732,0.00107732
235,470.734,0.50028,0.48412,0.40563,0.82067,0.91425,0.95652,0.96538,0.69461,0.93503,0.97826,0.97857,0.72436,0.99826,0.90537,0.51923,1.00923,0.00107336,0.00107336,0.00107336
236,472.665,0.52514,0.56155,0.43053,0.8267,0.95561,0.97826,0.97876,0.69982,0.95561,0.97826,0.97876,0.73245,0.99871,0.90087,0.53083,1.01155,0.0010694,0.0010694,0.0010694
237,474.587,0.4905,0.46068,0.4047,0.80981,0.95561,0.97826,0.97876,0.69982,0.95561,0.97826,0.97876,0.73245,0.99871,0.90087,0.53083,1.01155,0.00106544,0.00106544,0.00106544
238,476.541,0.49834,0.52899,0.40014,0.82362,0.95586,0.97826,0.9774,0.69472,0.95586,0.97826,0.9774,0.71784,1.0267,0.95573,0.54407,1.0342,0.00106148,0.00106148,0.00106148
239,478.664,0.4539,0.47748,0.40085,0.80533,0.93594,0.97826,0.97582,0.70965,0.93594,0.97826,0.97582,0.71219,1.02693,1.01013,0.55466,1.0408,0.00105752,0.00105752,0.00105752
240,480.585,0.49815,0.50468,0.41499,0.82588,0.9536,0.97826,0.97728,0.68729,0.9536,0.97826,0.97728,0.71785,1.02116,0.97856,0.55942,1.03201,0.00105356,0.00105356,0.00105356
241,482.511,0.5166,0.50427,0.42749,0.8084,0.9536,0.97826,0.97728,0.68729,0.9536,0.97826,0.97728,0.71785,1.02116,0.97856,0.55942,1.03201,0.0010496,0.0010496,0.0010496
242,484.485,0.49071,0.53046,0.41219,0.80765,0.9404,0.97826,0.97589,0.69187,0.9404,0.97826,0.9772,0.70312,1.0445,0.9754,0.55265,1.03962,0.00104564,0.00104564,0.00104564
243,486.474,0.49649,0.51203,0.40451,0.82302,0.93611,0.97826,0.97533,0.68264,0.93611,0.97826,0.97533,0.71634,1.02817,0.98679,0.53708,1.03095,0.00104168,0.00104168,0.00104168
244,488.418,0.49339,0.49774,0.41007,0.80903,0.91787,0.97826,0.97196,0.70971,0.91787,0.97826,0.97196,0.71819,0.97679,0.97609,0.53682,1.01594,0.00103772,0.00103772,0.00103772
245,490.463,0.50941,0.52103,0.41695,0.82052,0.91787,0.97826,0.97196,0.70971,0.91787,0.97826,0.97196,0.71819,0.97679,0.97609,0.53682,1.01594,0.00103376,0.00103376,0.00103376
246,492.42,0.50012,0.54458,0.41347,0.80776,0.91699,0.97826,0.97247,0.70198,0.91699,0.97826,0.97247,0.71534,0.97029,0.9655,0.54288,1.01046,0.0010298,0.0010298,0.0010298
247,494.358,0.49592,0.48566,0.40443,0.81391,0.93588,0.97826,0.97184,0.69156,0.93588,0.97826,0.97184,0.69921,0.95369,0.95345,0.55376,1.00324,0.00102584,0.00102584,0.00102584
248,496.321,0.48651,0.57333,0.40139,0.80316,0.93566,0.97826,0.97104,0.70145,0.93566,0.97826,0.97104,0.68306,0.94378,0.93832,0.55563,0.99726,0.00102188,0.00102188,0.00102188
249,498.291,0.46988,0.49648,0.41179,0.79973,0.93566,0.97826,0.97104,0.70145,0.93566,0.97826,0.97104,0.68306,0.94378,0.93832,0.55563,0.99726,0.00101792,0.00101792,0.00101792
250,500.392,0.49488,0.52516,0.4089,0.8034,0.93573,0.97826,0.97258,0.7258,0.93573,0.97826,0.97258,0.72077,0.95818,0.95916,0.54799,1.01846,0.00101396,0.00101396,0.00101396
251,502.354,0.47179,0.49354,0.39862,0.80556,0.936,0.97826,0.97297,0.70397,0.936,0.97826,0.97297,0.68475,0.98169,0.97711,0.55696,1.03591,0.00101,0.00101,0.00101
252,504.342,0.4926,0.54048,0.41332,0.81071,0.93615,0.97826,0.97496,0.70208,0.93615,0.97826,0.9754,0.70062,1.00034,0.97527,0.54934,1.03504,0.00100604,0.00100604,0.00100604
253,506.333,0.49105,0.51153,0.41413,0.80849,0.93615,0.97826,0.97496,0.70208,0.93615,0.97826,0.9754,0.70062,1.00034,0.97527,0.54934,1.03504,0.00100208,0.00100208,0.00100208
254,508.355,0.47868,0.48215,0.39862,0.80175,0.93608,0.97826,0.97638,0.70704,0.93608,0.97826,0.97638,0.71787,0.98659,1.00486,0.54731,1.03439,0.00099812,0.00099812,0.00099812
255,510.357,0.48904,0.49634,0.39991,0.81258,0.93599,0.97826,0.97662,0.70635,0.93599,0.97826,0.97662,0.70305,0.97636,1.04239,0.55721,1.03218,0.00099416,0.00099416,0.00099416
256,512.321,0.46628,0.53626,0.38877,0.81093,0.93602,0.97826,0.97674,0.69688,0.93602,0.97826,0.97674,0.68381,0.98686,1.03524,0.55544,1.03241,0.0009902,0.0009902,0.0009902
257,514.41,0.50845,0.51612,0.41046,0.80085,0.93602,0.97826,0.97674,0.69688,0.93602,0.97826,0.97674,0.68381,0.98686,1.03524,0.55544,1.03241,0.00098624,0.00098624,0.00098624
258,516.375,0.50942,0.48399,0.41086,0.80171,0.93615,0.97826,0.97646,0.7141,0.93615,0.97826,0.97646,0.70055,0.98812,1.00405,0.54963,1.0252,0.00098228,0.00098228,0.00098228
259,518.303,0.49379,0.48402,0.41199,0.80963,0.93615,0.97826,0.97919,0.71902,0.93615,0.97826,0.97919,0.71039,0.97802,1.00783,0.55636,1.01629,0.00097832,0.00097832,0.00097832
260,520.246,0.50678,0.53864,0.41149,0.81267,0.93639,0.97826,0.98032,0.72767,0.93639,0.97826,0.98032,0.71446,0.96879,0.97684,0.53181,1.01228,0.00097436,0.00097436,0.00097436
261,522.154,0.48799,0.47964,0.40132,0.81051,0.93639,0.97826,0.98032,0.72767,0.93639,0.97826,0.98032,0.71446,0.96879,0.97684,0.53181,1.01228,0.0009704,0.0009704,0.0009704
262,524.256,0.48504,0.49384,0.40882,0.82055,0.935,0.97826,0.98182,0.71929,0.935,0.97826,0.98182,0.72105,0.95061,0.96107,0.51889,1.00303,0.00096644,0.00096644,0.00096644
263,526.207,0.51125,0.52433,0.42262,0.81129,0.9314,0.97826,0.98034,0.72444,0.9314,0.97826,0.98034,0.71055,0.93691,0.98636,0.50648,0.99603,0.00096248,0.00096248,0.00096248
264,528.165,0.50462,0.47238,0.39961,0.80281,0.93356,0.97826,0.98237,0.73259,0.93356,0.97826,0.98237,0.7124,0.93775,0.96462,0.51704,0.99721,0.00095852,0.00095852,0.00095852
