epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
229,728.182,0.59799,0.1331,0.17162,0.40632,0.93098,0.97167,0.97368,0.96777,0.67726,0.97167,0.97368,0.98347,0.97084,1.0692,0.11798,0.06218,0.463,1.28434,0.0008714,0.0008714,0.0008714
230,730.973,0.60622,0.12121,0.17435,0.40563,0.91264,0.97167,0.97368,0.96777,0.67726,0.97167,0.97368,0.98347,0.97084,1.0692,0.11798,0.06218,0.463,1.28434,0.00086645,0.00086645,0.00086645
231,734.038,0.59534,0.12315,0.15457,0.40008,0.9269,0.97143,0.97368,0.96619,0.66924,0.94992,0.99832,0.98216,0.96988,1.05966,0.12176,0.06517,0.4712,1.27864,0.0008615,0.0008615,0.0008615
232,736.918,0.62319,0.1318,0.15558,0.41618,0.91811,0.972,0.97368,0.96536,0.66326,0.94987,0.99739,0.98137,0.97302,1.10707,0.1274,0.06473,0.48498,1.30515,0.00085655,0.00085655,0.00085655
233,739.809,0.59276,0.12172,0.16895,0.37951,0.91996,0.97166,0.97368,0.96514,0.65606,0.94984,0.99673,0.98137,0.97423,1.11561,0.12947,0.06067,0.48989,1.31024,0.0008516,0.0008516,0.0008516
234,742.592,0.58732,0.12411,0.17916,0.3884,0.90252,0.97109,0.97368,0.97836,0.65663,0.97109,0.97368,0.98216,0.97469,1.08897,0.12613,0.05802,0.47892,1.28871,0.00084665,0.00084665,0.00084665
235,745.6,0.57553,0.11919,0.15531,0.38493,0.90541,0.97077,0.97368,0.97704,0.67084,0.97077,0.97368,0.98084,0.97626,1.06847,0.12484,0.05803,0.4708,1.26374,0.0008417,0.0008417,0.0008417
236,748.537,0.54933,0.12207,0.17561,0.3761,0.89832,0.97082,0.97368,0.97867,0.66053,0.97082,0.97368,0.98125,0.97381,1.07729,0.12738,0.05829,0.49263,1.25364,0.00083675,0.00083675,0.00083675
237,751.535,0.60864,0.12086,0.18615,0.40577,0.92805,0.97059,0.97368,0.97978,0.66319,0.97059,0.97368,0.98162,0.97935,1.07231,0.13437,0.0595,0.50674,1.25452,0.0008318,0.0008318,0.0008318
238,754.573,0.5803,0.12297,0.14685,0.39575,0.90469,0.97059,0.97368,0.97978,0.66319,0.97059,0.97368,0.98162,0.97935,1.07231,0.13437,0.0595,0.50674,1.25452,0.00082685,0.00082685,0.00082685
239,757.478,0.55422,0.11369,0.16679,0.38986,0.92547,0.9712,0.97368,0.9726,0.67215,0.9712,0.97368,0.98373,0.97631,1.07057,0.13746,0.06107,0.51865,1.26146,0.0008219,0.0008219,0.0008219
240,760.39,0.59369,0.13539,0.18153,0.3892,0.91963,0.97363,0.97174,0.96538,0.67489,0.97363,0.97174,0.98004,0.97292,1.05132,0.13929,0.06188,0.49608,1.2491,0.00081695,0.00081695,0.00081695
241,763.15,0.57392,0.12107,0.17605,0.38469,0.90369,0.96291,0.97368,0.96053,0.67056,0.96291,0.97368,0.97485,0.9679,1.06543,0.13151,0.06201,0.49336,1.2474,0.000812,0.000812,0.000812
242,766.091,0.61037,0.14633,0.15928,0.42533,0.92275,0.96632,0.97368,0.96037,0.67584,0.96632,0.97368,0.97406,0.96644,1.06236,0.12605,0.05863,0.48988,1.24318,0.00080705,0.00080705,0.00080705
243,769.04,0.57308,0.1107,0.14625,0.39378,0.88428,0.97033,0.97368,0.96021,0.67507,0.97033,0.97368,0.97354,0.96548,1.07315,0.12368,0.05572,0.47826,1.24783,0.0008021,0.0008021,0.0008021
244,772.251,0.57659,0.138,0.17797,0.39143,0.91547,0.97108,0.97368,0.95744,0.66253,0.94985,0.99696,0.97111,0.96653,1.10152,0.11957,0.05555,0.48193,1.25961,0.00079715,0.00079715,0.00079715
245,775.196,0.58688,0.1228,0.15575,0.39629,0.90857,0.97154,0.97368,0.95788,0.67923,0.97154,0.97368,0.97111,0.96728,1.08153,0.10916,0.05864,0.47097,1.2393,0.0007922,0.0007922,0.0007922
246,778.086,0.58299,0.12562,0.1771,0.39304,0.9202,0.97154,0.97368,0.95788,0.67923,0.97154,0.97368,0.97111,0.96728,1.08153,0.10916,0.05864,0.47097,1.2393,0.00078725,0.00078725,0.00078725
247,780.893,0.56449,0.12736,0.16735,0.39165,0.9096,0.97213,0.97368,0.9656,0.6834,0.97213,0.97368,0.97783,0.97422,1.09899,0.10963,0.06344,0.48397,1.24694,0.0007823,0.0007823,0.0007823
248,783.977,0.58001,0.10758,0.15055,0.39224,0.90741,0.97277,0.97368,0.98415,0.67638,0.97277,0.97368,0.98415,0.98238,1.13049,0.11931,0.06923,0.48855,1.27553,0.00077735,0.00077735,0.00077735
249,787.056,0.56472,0.12705,0.16277,0.38152,0.90224,0.97248,0.97368,0.97166,0.6747,0.97248,0.97368,0.98467,0.98072,1.14767,0.11031,0.06397,0.49499,1.2922,0.0007724,0.0007724,0.0007724
250,790.202,0.57847,0.12508,0.15659,0.38724,0.90227,0.97184,0.97368,0.97402,0.68846,0.97184,0.97368,0.98678,0.98497,1.11745,0.11135,0.05769,0.48392,1.27838,0.00076745,0.00076745,0.00076745
251,793.27,0.56975,0.12492,0.17525,0.39445,0.9032,0.97062,0.97368,0.97517,0.7036,0.97062,0.97368,0.98801,0.98399,1.06917,0.10768,0.0513,0.47591,1.24756,0.0007625,0.0007625,0.0007625
252,796.258,0.57118,0.13854,0.16864,0.3838,0.91547,0.96945,0.97368,0.98854,0.69349,0.96945,0.97368,0.98854,0.98854,1.05344,0.11206,0.05021,0.48081,1.24985,0.00075755,0.00075755,0.00075755
253,799.218,0.55543,0.10556,0.16248,0.37002,0.88672,0.96922,0.97368,0.97514,0.6859,0.94983,0.99649,0.989,0.98614,1.05969,0.11606,0.05028,0.46877,1.26169,0.0007526,0.0007526,0.0007526
254,802.13,0.57595,0.13499,0.15066,0.37944,0.8965,0.96922,0.97368,0.97514,0.6859,0.94983,0.99649,0.989,0.98614,1.05969,0.11606,0.05028,0.46877,1.26169,0.00074765,0.00074765,0.00074765
255,805.087,0.56632,0.14681,0.16846,0.37909,0.89447,0.97091,0.97368,0.98583,0.68795,0.97091,0.97368,0.98854,0.98854,1.06446,0.10901,0.0527,0.46248,1.26386,0.0007427,0.0007427,0.0007427
256,808.12,0.55755,0.11222,0.1594,0.37098,0.89875,0.97277,0.97368,0.97679,0.68284,0.97277,0.97368,0.99064,0.98809,1.07486,0.10683,0.05662,0.46838,1.28474,0.00073775,0.00073775,0.00073775
257,811.284,0.58492,0.10979,0.13795,0.39013,0.89236,0.97366,0.97277,0.98899,0.68403,0.97366,0.97277,0.9902,0.98452,1.09949,0.10844,0.05719,0.48844,1.30538,0.0007328,0.0007328,0.0007328
258,815.101,0.53878,0.12014,0.1466,0.37286,0.89647,0.97285,0.94305,0.97683,0.67789,0.97285,0.94305,0.99102,0.98494,1.08388,0.11079,0.05338,0.48914,1.29813,0.00072785,0.00072785,0.00072785
259,821.397,0.56053,0.11077,0.16914,0.38397,0.89394,0.96997,0.97368,0.97711,0.6953,0.96997,0.97368,0.99222,0.98257,1.04031,0.11322,0.05167,0.46459,1.26313,0.0007229,0.0007229,0.0007229
260,827.198,0.55549,0.12201,0.16877,0.37628,0.88384,0.96909,0.97368,0.9767,0.69617,0.97425,0.99591,0.99321,0.98153,1.0384,0.11578,0.05224,0.46812,1.254,0.00071795,0.00071795,0.00071795
261,832.954,0.54889,0.10809,0.15905,0.36605,0.91059,0.96934,0.97368,0.97385,0.68576,0.97429,0.99736,0.99038,0.98238,1.04633,0.11185,0.05519,0.48433,1.24579,0.000713,0.000713,0.000713
262,837.06,0.54872,0.1172,0.17327,0.36469,0.89806,0.96934,0.97368,0.97385,0.68576,0.97429,0.99736,0.99038,0.98238,1.04633,0.11185,0.05519,0.48433,1.24579,0.00070805,0.00070805,0.00070805
263,842.212,0.58565,0.12375,0.15442,0.38217,0.90583,0.96849,0.97368,0.9698,0.68429,0.96849,0.97368,0.98512,0.9794,1.04605,0.11312,0.05701,0.48479,1.24613,0.0007031,0.0007031,0.0007031
264,848.573,0.5681,0.10452,0.14429,0.38079,0.92398,0.96606,0.97368,0.97552,0.69259,0.96606,0.97368,0.98512,0.97605,1.04473,0.11636,0.05917,0.47956,1.24046,0.00069815,0.00069815,0.00069815
265,858.42,0.55568,0.11637,0.15614,0.36911,0.87616,0.96484,0.97368,0.97186,0.67917,0.96484,0.97368,0.98204,0.97102,1.04643,0.11461,0.05853,0.47645,1.25157,0.0006932,0.0006932,0.0006932
266,870.293,0.58108,0.12345,0.18486,0.38466,0.90315,0.96563,0.97368,0.96527,0.68041,0.96563,0.97368,0.97915,0.97389,1.03848,0.11553,0.05592,0.46399,1.26053,0.00068825,0.00068825,0.00068825
267,875.331,0.56506,0.13357,0.16614,0.3714,0.89397,0.96664,0.97368,0.96273,0.67919,0.94985,0.99685,0.97742,0.96909,1.04499,0.11716,0.05523,0.45841,1.26447,0.0006833,0.0006833,0.0006833
268,878.736,0.55535,0.11014,0.18435,0.37514,0.9158,0.96878,0.97368,0.96124,0.69004,0.94991,0.99815,0.97584,0.96757,1.03502,0.11516,0.05405,0.43244,1.23971,0.00067835,0.00067835,0.00067835
269,882.356,0.51767,0.10646,0.1386,0.35501,0.88624,0.97033,0.97368,0.96016,0.70062,0.94997,0.99944,0.97453,0.96185,1.01404,0.11642,0.05036,0.42242,1.21425,0.0006734,0.0006734,0.0006734
270,885.409,0.51656,0.1117,0.1659,0.35441,0.88222,0.97033,0.97368,0.96016,0.70062,0.94997,0.99944,0.97453,0.96185,1.01404,0.11642,0.05036,0.42242,1.21425,0.00066845,0.00066845,0.00066845
271,888.484,0.53309,0.10459,0.14753,0.36955,0.87608,0.9712,0.97368,0.95664,0.70474,0.9712,0.97368,0.97111,0.95211,1.01394,0.11537,0.04961,0.43018,1.21349,0.0006635,0.0006635,0.0006635
272,891.543,0.53628,0.10196,0.15678,0.36678,0.89601,0.97098,0.97368,0.95537,0.69939,0.97431,0.99803,0.97141,0.95747,1.02405,0.11586,0.05072,0.44642,1.22683,0.00065855,0.00065855,0.00065855
273,894.451,0.54037,0.12059,0.14402,0.36677,0.89107,0.97059,0.97368,0.95502,0.67083,0.97433,0.99886,0.97141,0.96383,1.06646,0.11837,0.05404,0.4698,1.25627,0.0006536,0.0006536,0.0006536
